"Staper","Fresgn","Datasgn","Eftm0101","Eftm0102","Eftm0103","Eftm0106","Eftm0107","Eftm0108","Eftm0109"
"2016-01","M","A","291660000","114190000","177480000","31837490","82061372","8501280","168684426"
"2016-02","M","B","510730000","207410000","303320000","58852939","148560194","14750186","288557136"
"2016-02","M","A","219700000","93550000","126140000","27038524","66513737","6249291","119895450"
"2016-03","M","A","291770000","130960000","160810000","33353864","97602540","8256079","152557247"
"2016-03","M","B","802140000","338210000","463930000","92192918","246012260","23005130","440925982"
"2016-04","M","B","1102060000","465430000","636630000","127468919","337958693","30962713","605506695"
"2016-04","M","A","299960000","127200000","172760000","35203236","91996945","7961114","164796692"
"2016-05","M","B","1410130000","596310000","813810000","164277066","432037077","39495326","774312204"
"2016-05","M","A","312150000","131080000","181060000","36642386","94441472","8595792","172463306"
"2016-06","M","B","1712670000","727190000","985480000","201292614","525846998","47867362","936361389"
"2016-06","M","A","312660000","132280000","180380000","36649763","95625321","8446907","171737063"
"2016-07","M","B","2027760000","860110000","1167650000","238896109","621083599","56901427","1108113296"
"2016-07","M","A","317160000","132430000","184730000","37058696","95356061","9053363","173588754"
"2016-08","M","A","329140000","138540000","190590000","38616524","99926503","9161520","181430792"
"2016-08","M","B","2350970000","998040000","1352930000","277963886","720073845","66043077","1286887134"
"2016-09","M","B","2677670000","1140660000","1537010000","317008932","823432810","74972608","1461898272"
"2016-09","M","A","327030000","142520000","184510000","38825773","103694579","8939537","175558477"
"2016-10","M","A","307300000","129120000","178180000","33948368","95154272","8927772","168939258"
"2016-10","M","B","2981480000","1269930000","1711550000","351015787","918783210","83719932","1618831954"
"2016-11","M","A","349000000","152200000","196810000","41671045","107645747","10381377","183165061"
"2016-11","M","B","3319240000","1422070000","1897170000","392915577","1023953236","94058473","1794885869"
"2016-12","M","A","378020000","168600000","209420000","46756510","121839446","11018269","198286034"
"2016-12","M","B","3684930000","1587480000","2097440000","440156782","1147262597","105069723","1993083610"
"2017-01","M","B","314170000","131410000","182760000","46366077","85042157","9117248","173633029"
"2017-01","M","A","314170000","131410000","182760000","46366077","85042157","9117248","173633029"
"2017-02","M","B","563500000","260690000","302810000","89738924","170947622","15916741","286895587"
"2017-02","M","A","249310000","129230000","120080000","43321599","85905048","6800360","113278607"
"2017-03","M","B","899970000","417180000","482790000","141564168","275618370","25926218","456829174"
"2017-03","M","A","337290000","156680000","180610000","51694413","104989841","10020142","170580526"
"2017-04","M","A","321960000","141960000","180000000","48201469","93754216","8999977","170988339"
"2017-04","M","B","1222140000","559400000","662740000","190006315","369385596","34919479","627780204"
"2017-05","M","A","341250000","150220000","191030000","48855167","101365015","9738108","181275978"
"2017-05","M","B","1562930000","709580000","853350000","239229275","470350619","44648636","808681931"
"2017-06","M","A","350420000","153830000","196590000","45870934","107967378","9839228","186751667"
"2017-06","M","B","1909480000","862210000","1047270000","285426987","576849870","54486534","992785996"
"2017-07","M","B","2249930000","1009120000","1240810000","329197436","679641252","64190248","1176316636"
"2017-07","M","A","340550000","146910000","193650000","43795264","103081031","9706681","183894470"
"2017-08","M","A","356470000","157240000","199230000","45977391","111445772","9791312","189551121"
"2017-08","M","B","2601250000","1164900000","1436350000","375102714","789981110","73935836","1362702413"
"2017-09","M","B","2969330000","1336870000","1632450000","425021169","911259943","82983759","1549436581"
"2017-09","M","A","368050000","169790000","198260000","50116490","119509260","9400810","188830406"
"2017-10","M","B","3307220000","1486220000","1820990000","468927320","1017284700","92728263","1728265163"
"2017-10","M","A","339790000","150810000","188980000","43649940","107144745","9752875","179226855"
"2017-11","M","A","394550000","177170000","217380000","53301304","123866639","12544818","204837197"
"2017-11","M","B","3703150000","1663580000","2039570000","522806335","1140778183","105229106","1934337142"
"2017-12","M","A","408890000","177100000","231790000","53835954","123275728","12820505","218975868"
"2017-12","M","B","4104470000","1840980000","2263490000","577064189","1263917664","117709473","2145812524"
"2018-01","M","A","380700000","180180000","200520000","60418047","119724265","10713061","189778374"
"2018-01","M","B","380700000","180180000","200520000","60418047","119724265","10713061","189778374"
"2018-02","M","A","309490000","137880000","171620000","47935245","89929546","8308792","163307599"
"2018-02","M","B","690370000","318030000","372350000","108373929","209644905","19029624","353313687"
"2018-03","M","B","1042150000","496880000","545270000","164207828","332671546","30258649","515007627"
"2018-03","M","A","353230000","179100000","174120000","55717952","123386308","11188785","162932698"
"2018-04","M","A","372090000","171650000","200440000","55026212","116626975","11209139","188826175"
"2018-04","M","B","1414710000","668980000","745730000","219672623","449304109","41511806","703214505"
"2018-05","M","B","1814450000","857390000","957060000","281837709","575548059","53586262","903467804"
"2018-05","M","A","400820000","187950000","212870000","61676393","126271385","12069442","200799885"
"2018-06","M","B","2205850000","1033100000","1172750000","339523006","693559650","64900590","1106758199"
"2018-06","M","A","391870000","175130000","216740000","57133973","117993297","11275037","205322104"
"2018-07","M","B","2608220000","1221060000","1387160000","398990159","822067216","76306728","1310851655"
"2018-07","M","A","403080000","187520000","215570000","58972122","128543494","11384815","204180569"
"2018-08","M","B","3015040000","1410690000","1604350000","460637570","949974005","87713710","1516548224"
"2018-08","M","A","406950000","189520000","217430000","61470452","128015331","11356666","206015542"
"2018-09","M","A","421680000","195000000","226690000","59906708","135077727","10768415","215918400"
"2018-09","M","B","3431930000","1605280000","1826650000","520513546","1084746334","98343382","1728301593"
"2018-10","M","A","400550000","183270000","217280000","59237521","123137458","11323056","205891417"
"2018-10","M","B","3835480000","1790640000","2044840000","580105072","1209644359","109680116","1935056265"
"2018-11","M","B","4244480000","1972440000","2272040000","642981505","1329746024","122092346","2150005825"
"2018-11","M","A","410080000","182670000","227420000","62752688","119987621","12367865","214981715"
"2018-12","M","B","4623038000","2135637000","2487401000","701612514","1434024780","135085826","2352021246"
"2018-12","M","A","385443000","164194000","221249000","58532366","105661202","12939672","208210070"
"2019-01","M","B","395976000","178410000","217567000","63770836","114638956","11425608","206141034"
"2019-01","M","A","395976000","178410000","217567000","63770836","114638956","11425608","206141034"
"2019-02","M","B","662486000","309305000","353181000","112416135","196889301","18490551","334690226"
"2019-02","M","A","266320000","131120000","135201000","48843394","82276149","7071730","128128899"
"2019-03","M","A","364640000","165984000","198656000","55160347","110824025","12081582","186574208"
"2019-03","M","B","1027148000","475408000","551741000","167695344","307712371","30542418","521198224"
"2019-04","M","B","1399807000","655207000","744599000","230980612","424226850","41602610","702996479"
"2019-04","M","A","373129000","179648000","193481000","62925663","116722057","11155127","182326133"
"2019-05","M","B","1786210000","827869000","958341000","293792149","534076929","52490779","905850597"
"2019-05","M","A","386033000","172188000","213845000","62245773","109941797","10852323","202993094"
"2019-06","M","B","2161148000","989995000","1171153000","351645396","638349421","63695431","1107457571"
"2019-06","M","A","374696000","161860000","212836000","57499498","104360293","11179504","201656359"
"2019-07","M","B","2560024000","1167387000","1392638000","415634740","751733903","74939312","1317698423"
"2019-07","M","A","398495000","176941000","221554000","63426951","113495794","11228974","210324934"
"2019-08","M","B","2954790000","1347763000","1607028000","480086889","867655164","84915508","1522112318"
"2019-08","M","A","394746000","179960000","214786000","63896279","116060747","9998374","204787761"
"2019-09","M","A","396598000","178475000","218123000","60613211","117861632","11351096","206772006"
"2019-09","M","B","3351781000","1526675000","1825106000","541149700","985504895","96277313","1728828460"
"2019-10","M","B","3735342000","1697419000","2037923000","601201817","1096196888","107316112","1930606248"
"2019-10","M","A","382814000","169898000","212916000","59624820","110273255","11037878","201877415"
"2019-11","M","A","404748000","183411000","221337000","62846929","120564085","13017640","208319794"
"2019-11","M","B","4142072000","1881977000","2260095000","664361934","1216846283","120333757","2138706344"
"2019-12","M","A","429325000","191057000","238268000","64444938","126236838","13598318","224048565"
"2019-12","M","B","4576126000","2077097000","2499029000","728941651","1343498702","133935872","2359988478"
"2020-01","M","A","368492000","156901000","211591000","64695915","92205210","10725668","200865207"
"2020-01","M","B","368492000","156901000","211591000","64695915","92205210","10725668","200865207"
"2020-02","M","B","591372000","299401000","291971000","119835628","179565087","17479675","274491487"
"2020-02","M","A","222880000","142500000","80380000","55139713","87359878","6754006","73626280"
"2020-03","M","A","350359000","165213000","185146000","53782361","111430747","12186413","172959865"
"2020-03","M","B","943006000","464974000","478032000","173593114","291381206","29729162","448302654"
"2020-04","M","A","355134000","154901000","200234000","50452032","104448548","11058448","189175198"
"2020-04","M","B","1298176000","619955000","678220000","224030138","395925355","40464054","637755979"
"2020-05","M","A","350700000","143887000","206813000","46778498","97108248","8550606","198262219"
"2020-05","M","B","1648617000","763629000","884988000","270562309","493067042","48878849","836109236"
"2020-06","M","A","380727000","167153000","213574000","53309270","113843708","8307278","205266896"
"2020-06","M","B","2029692000","930946000","1098746000","324028484","606917694","57118380","1041627868"
"2020-07","M","B","2442626000","1106248000","1336378000","381731620","724516443","65758153","1270619605"
"2020-07","M","A","412933000","175302000","237631000","57703136","117598738","8639773","228991506"
"2020-08","M","A","411593000","176334000","235259000","56098569","120235230","8925799","226332764"
"2020-08","M","B","2854219000","1282582000","1571637000","437830189","844751674","74683953","1496952369"
"2020-09","M","B","3296735000","1485341000","1811395000","499629173","985711617","84023378","1727368218"
"2020-09","M","A","442517000","202759000","239758000","61798984","140960063","9339426","230415850"
"2020-10","M","B","3712657000","1664080000","2048577000","555935661","1108144554","93885132","1954688665"
"2020-10","M","A","415922000","178739000","237183000","56306488","122432937","9861754","227320447"
"2020-11","M","B","4173405000","1856753000","2316651000","614461467","1242291648","104407880","2212243293"
"2020-11","M","A","460747000","192673000","268074000","58525806","134147094","10522748","257551346"
"2020-12","M","B","4646257000","2055612000","2590646000","677073750","1378537920","115470832","2475174625"
"2020-12","M","A","485682000","203754000","281928000","62617911","141136044","11073339","270854387"
"2021-01","M","B","462659000","198640000","264019000","68924784","129715428","10599783","253418707"
"2021-01","M","A","462659000","198640000","264019000","68924784","129715428","10599783","253418707"
"2021-02","M","A","371831000","166975000","204855000","63684168","103291163","8369922","196485253"
"2021-02","M","B","834490000","365616000","468874000","132608952","233006591","18969705","449903960"
"2021-03","M","B","1303602000","593624000","709978000","213397390","380226757","30525121","679453019"
"2021-03","M","A","468470000","227336000","241134000","80149125","147187072","11471438","229662720"
"2021-04","M","B","1789485000","815790000","973695000","291429027","524360808","42554547","931140952"
"2021-04","M","A","484987000","221064000","263924000","76983175","144080412","11983827","251939967"
"2021-05","M","A","482305000","218383000","263922000","79701929","138680840","11517785","252404561"
"2021-05","M","B","2271749000","1034152000","1237597000","371130955","663020948","54072333","1183524787"
"2021-06","M","A","511308000","229891000","281417000","83022083","146868524","12412730","269004447"
"2021-06","M","B","2785204000","1266843000","1518360000","456821113","810022133","66569448","1451790828"
"2021-07","M","A","508736000","226073000","282662000","84309632","141763856","11466546","271195797"
"2021-07","M","B","3295630000","1494756000","1800875000","542974359","951781194","78066510","1722808228"
"2021-08","M","A","530300000","235984000","294315000","90520006","145464241","11088883","283226596"
"2021-08","M","B","3827790000","1732649000","2095141000","635363522","1097285702","89208254","2005932874"
"2021-09","M","B","4374110000","1973287000","2400823000","722329096","1250958031","101025380","2299797904"
"2021-09","M","A","544717000","238980000","305737000","85376641","153602865","11793773","293943568"
"2021-10","M","B","4891638000","2190501000","2701136000","798885096","1391616376","112975997","2588160170"
"2021-10","M","A","515903000","215682000","300221000","74960676","140720921","11849362","288372056"
"2021-11","M","A","579339000","253814000","325525000","89930919","163882962","13440742","312084544"
"2021-11","M","B","5471180000","2444733000","3026447000","889265807","1555467094","126526171","2899921277"
"2021-12","M","A","586534000","246035000","340499000","88083396","157951977","13445141","327053638"
"2021-12","M","B","6051489000","2687529000","3363959000","977061837","1710467568","140028961","3223930467"
"2022-01","M","A","569200000","241914000","327286000","92655993","149258347","13540042","313745912"
"2022-01","M","B","569200000","241914000","327286000","92655993","149258347","13540042","313745912"
"2022-02","M","B","973450000","428747000","544702000","162624376","266122828","22646099","522056359"
"2022-02","M","A","404249000","186833000","217417000","69968383","116864481","9106057","208310447"
"2022-03","M","A","504789000","228704000","276085000","85732783","142971477","12506858","263577755"
"2022-03","M","B","1478900000","657978000","820921000","248837367","409140975","35321923","785599291"
"2022-04","M","A","496120000","222501000","273620000","93231141","129269446","13089582","260530082"
"2022-04","M","B","1975777000","881425000","1094352000","343281441","538143078","48524971","1045827265"
"2022-05","M","B","2514681000","1112112000","1402569000","445396286","666715620","62618906","1339950313"
"2022-05","M","A","537736000","229491000","308245000","100907647","128583077","14004045","294240841"
"2022-06","M","B","3079125000","1346845000","1732280000","538619162","808225643","76573728","1655706154"
"2022-06","M","A","564587000","233323000","331264000","91411977","141910878","13817947","317446250"
"2022-07","M","A","564661000","231697000","332964000","92380074","139316919","14195816","318768441"
"2022-07","M","B","3643069000","1580385000","2062684000","632994145","947390374","90868504","1971815595"
"2022-08","M","A","550448000","235527000","314921000","93524868","142002297","15718466","299202039"
"2022-08","M","B","4191416000","1815445000","2375970000","727245323","1088200076","106580739","2269389520"
"2022-09","M","B","4752035000","2053441000","2698594000","819635178","1233805761","123193660","2575400402"
"2022-09","M","A","560767000","238012000","322755000","92290081","145721670","16651553","306103780"
"2022-10","M","A","511590000","213218000","298372000","83965723","129252178","13764879","284606868"
"2022-10","M","B","5256800000","2264551000","2992249000","903163302","1361388168","136966200","2855282680"
"2022-11","M","A","521753000","226253000","295501000","95220148","131032454","15780816","279719954"
"2022-11","M","B","5777534000","2489321000","3288213000","997409345","1491911379","152790077","3135423138"
"2022-12","M","A","534145000","228066000","306079000","93176232","134889939","17168771","288909995"
"2022-12","M","B","6309600000","2715999000","3593601000","1089675871","1626322883","169606101","3423995349"
"2023-01","M","B","484487000","192211000","292276000","89446625","102764653","14533094","277742450"
"2023-01","M","A","484487000","192211000","292276000","89446625","102764653","14533094","277742450"
"2023-02","M","A","411231000","197205000","214026000","82979533","114225283","13359707","200666105"
"2023-02","M","B","895717000","389416000","506301000","172426159","216989936","27892801","478408555"
"2023-03","M","A","542988000","227399000","315589000","95232739","132165872","15051835","300537502"
"2023-03","M","B","1438954000","617123000","821831000","267962388","349161076","42932850","778898111"
"2023-04","M","A","500628000","205210000","295418000","87547498","117662292","12387700","283030281"
"2023-04","M","B","1939720000","822763000","1116957000","355931262","466831700","55200457","1061756317"
"2023-05","M","A","501176000","217692000","283484000","98006650","119685368","13117157","270366848"
"2023-05","M","B","2441217000","1040877000","1400340000","454474057","586402762","68248640","1332091120"
"2023-06","M","B","2918168000","1254738000","1663430000","546235804","708502189","80462393","1582967456"
"2023-06","M","A","500024000","214702000","285322000","91254952","123447217","12337854","272983785"
"2023-07","M","B","3400239000","1455336000","1944903000","628256921","827079354","93598928","1851303580"
"2023-07","M","A","482915000","201159000","281756000","81730599","119428804","13250802","268505197"
"2023-08","M","B","3893225000","1669986000","2223239000","719979783","950006246","107383153","2115856205"
"2023-08","M","A","501384000","216593000","284791000","91763201","124829526","14031717","270759248"
"2023-09","M","B","4410194000","1889887000","2520308000","808379250","1081507325","121473123","2398834668"
"2023-09","M","A","520428000","221298000","299130000","89265573","132032615","14099008","285030669"
"2023-10","M","B","4899956000","2107958000","2791998000","898096679","1209861678","135180559","2656817079"
"2023-10","M","A","493126000","218299000","274827000","89921001","128377926","13692930","261134110"
"2023-11","M","B","5406638000","2329256000","3077382000","987971234","1341284579","149907586","2927474161"
"2023-11","M","A","515474000","223539000","291935000","90105453","133433868","14788170","277146360"
"2023-12","M","B","5936826000","2556802000","3380024000","1085413818","1471388002","164096218","3215928262"
"2023-12","M","A","531896000","228278000","303618000","97283839","130994153","14371681","289246664"
"2024-01","M","A","530011000","222277000","307735000","92906603","129370191","13890285","293844333"
"2024-01","M","B","530011000","222277000","307735000","92906603","129370191","13890285","293844333"
"2024-02","M","B","930865000","402851000","528014000","173987395","228863205","23924992","504088952"
"2024-02","M","A","400853000","180574000","220279000","81080792","99493014","10034707","210244619"
"2024-03","M","B","1431335000","623839000","807497000","264115028","359723721","38179831","769316719"
"2024-03","M","A","500812000","221131000","279682000","90034993","131095618","14311557","265370118"
"2024-04","M","A","512555000","220102000","292453000","90989625","129112184","13154811","279298687"
"2024-04","M","B","1943481000","843910000","1099570000","355285801","488624654","51288625","1048281736"
"2024-05","M","B","2464320000","1063557000","1400763000","448101536","615455221","65034579","1335728437"
"2024-05","M","A","522074000","219726000","302348000","92734684","126991214","13797580","288550439"
"2024-06","M","A","516662000","208808000","307855000","87998804","120809179","13887693","293966812"
"2024-06","M","B","2980143000","1272576000","1707567000","536403513","736172181","78806793","1628760209"
"2024-07","M","A","516466000","215910000","300557000","87534504","128375096","13227056","287329470"
"2024-07","M","B","3495041000","1488520000","2006521000","624317626","864202010","92004324","1914517009"
"2024-08","M","B","4021035000","1706269000","2314766000","718581103","987687964","105775502","2208990391"
"2024-08","M","A","526273000","217626000","308647000","93974282","123651425","13822258","294825004"
"2024-09","M","A","525714000","222002000","303712000","88033616","133967995","13349008","290363126"
"2024-09","M","B","4545818000","1928158000","2617660000","806762915","1121394808","118987888","2498672404"
"2024-10","M","B","5067646000","2141191000","2926455000","888397148","1252793390","132178617","2794276787"
"2024-10","M","A","522398000","213340000","309058000","81725978","131613626","13268804","295789620"
"2024-11","M","B","5596743000","2356034000","3240708000","972418129","1383616129","146988589","3093719738"
"2024-11","M","A","527178000","214867000","312310000","84218524","130648803","14989374","297321092"
"2024-12","M","A","566416000","230789000","335627000","89029536","141759590","14524893","321102145"
"2024-12","M","B","6162289000","2585067000","3577222000","1060993609","1524073058","161384822","3415837206"
"2025-01","M","A","510740000","185972000","324768000","81542488","104429404","13131559","311636713"
"2025-01","M","B","510740000","185972000","324768000","81542488","104429404","13131559","311636713"
"2025-02","M","B","909366000","369426000","539941000","158197838","211227760","23398439","516542352"
"2025-02","M","A","398626000","183454000","215173000","76655350","106798356","10266880","204905639"
"2025-03","M","B","1434367000","580700000","853667000","239618993","341081064","37812698","815854744"
"2025-03","M","A","525181000","211269000","313912000","81305377","129963953","14583077","299328716"
"2025-04","M","B","1969369000","800306000","1169063000","324334294","475971880","50915069","1118148251"
"2025-04","M","A","535205000","219512000","315692000","84626429","134885799","13222418","302469957"
